OTU,Kingdom,Phylum,Class,Order,Family,Genus,Genus_species,Accession
OTU0203,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Clostridium_hiranonis,eu459388.1
OTU0204,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium_ruminantium,
OTU0205,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_parvula,
OTU0206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,fj154804.1
OTU0207,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,gq070565.1
OTU0208,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_subtilis,eu257442.1
OTU0209,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Clostridium_hiranonis,eu776059.1
OTU0210,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Ruminococcus_gnavus,gq001490.1
OTU0211,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_reuteri,eu381121.1
OTU0212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Skermanella_aerolata,
OTU0214,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria_rosea,gq009567.1
OTU0215,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus_stearothermophilus,eu214617.1
OTU0216,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_cynarae,
OTU0217,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium_lupini,u69637.1
OTU0218,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum_variabile,
OTU0219,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Clostridium_hiranonis,eu772860.1
OTU0220,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia_defectiva,gq113848.1
OTU0221,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum_rhizosphaerae,
OTU0223,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Clostridium_hiranonis,eu776059.1
OTU0224,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_perfoetens,
OTU0225,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella_rava,
OTU0226,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus_respiraculi,ay860237.1
OTU0227,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_maltophilia,af100733.1
OTU0228,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus_qingshengii,fn555393.1
OTU0229,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_lutetiensis,af429763.1
OTU0230,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia_producta,eu772956.1
OTU0231,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,Peptococcus_niger,
OTU0233,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter_flavus,ef032769.1
OTU0234,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Elusimicrobium_minutum,
OTU0235,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia_producta,fj682274.1
OTU0236,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,fj167349.1
OTU0237,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,Sulfuricurvum_kujiense,gq261311.1
OTU0238,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter_sanguinis,nr_028816.1
OTU0239,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,Geothrix_fermentans,
OTU0240,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri,fj684273.1
OTU0241,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_salivarius,
OTU0242,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_solanacearum,ab024608.1
OTU0243,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia_producta,fj682274.1
OTU0244,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia_producta,eu458542.1
OTU0245,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_oligophenolica,ab365794.1
OTU0246,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,Aquicella_siphonis,
OTU0247,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Thioalkalispira,Thioalkalispira_microaerophila,
OTU0248,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia_mirabilis,
OTU0249,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria_rhizophila,ay030341.1
OTU0250,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Halorhodospira_halophila,
OTU0251,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter,Melioribacter_roseus,
OTU0252,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,Nitrosovibrio_tenuis,fj529956.1
OTU0253,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Desulforudis,Desulforudis_audaxviator,
OTU0254,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_artemidis,
OTU0255,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia_producta,eu772956.1
OTU0256,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus_pullicaecorum,
OTU0257,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_pickettii,gq895735.1
OTU0258,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_adolescentis,eu768718.1
OTU0259,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania_filiformis,accf01000268.1
OTU0260,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_tardum,ab252208.1
OTU0261,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_crispatus,gq069176.1
OTU0262,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax_antarcticus,gu233447.1
OTU0263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_alkenifer,
OTU0264,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum_succiniciproducens,eu863654.1
OTU0265,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_trivialis,fj999933.1
OTU0266,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_algae,x81621.1
OTU0267,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter_sanguinis,nr_028816.1
OTU0268,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae,gq045971.1
OTU0269,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,Longilinea_arvoryzae,
OTU0270,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas_funiformis,
OTU0271,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thermoamylovorans,ay373320.1
OTU0272,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum_stercoricanis,fj978534.1
OTU0273,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_wanjuense,am279217.1
OTU0274,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_pickettii,gq895735.1
OTU0275,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_lutetiensis,af429763.1
OTU0276,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Thiomonas,Thiomonas_cuprina,ab331953.1
OTU0277,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Lysinimonas,Lysinimonas_soli,
OTU0278,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_adolescentis,eu768718.1
OTU0279,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium_joostei,ay962605.1
OTU0280,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuricella,Sulfuricella_denitrificans,
OTU0281,Bacteria,Firmicutes,Clostridia,Eubacteriales,Ruminococcaceae,Soleaferrea,Soleaferrea_massiliensis,
OTU0282,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum_stercoricanis,fj978534.1
OTU0283,Bacteria,Proteobacteria,Betaproteobacteria,Ferritrophicales,Ferritrophicaceae,Ferritrophicum,Ferritrophicum_radicicola,
OTU0284,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter_terrae,fj405366.1
OTU0285,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thermoamylovorans,
OTU0286,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_mortiferum,
OTU0287,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_sacrum,gu201853.1
OTU0288,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_aquaticum,
OTU0289,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,fj167349.1
OTU0290,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pasteurianus,ab457024.1
OTU0291,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,Streptococcus_pleomorphus,
OTU0292,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Intestinibacter,Clostridium_bartlettii,nz_abez02000021.1
OTU0293,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia_producta,fj682274.1
OTU0295,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Clostridium_hiranonis,eu776059.1
OTU0296,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_vietnamiensis,fn556562.1
OTU0297,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Diplosphaera,Diplosphaera_colitermitum,
OTU0298,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter_sanguinis,nr_028816.1
OTU0299,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio_mexicanus,fj810587.1
OTU0300,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_salivae,ab108826.1
OTU0301,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_sicca,aj239293.1
OTU0302,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea_thiooxydans,
OTU0303,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium_mitsuokai,
OTU0304,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Clostridium_hiranonis,eu459388.1
OTU0305,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_tanakaei,ab490807.1
OTU0306,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_concisus,fj976279.1
OTU0307,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_sakei,ay204889.1
OTU0308,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_intestinalis,nz_abxh02000037.1
OTU0309,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_cecorum,af357562.1
OTU0310,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Clostridium_saccharogumia,
OTU0311,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli,
OTU0312,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus,Rhodocyclus_tenuis,ay691423.1
OTU0313,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga_defluvii,
OTU0314,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,fj167349.1
OTU0315,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum_variabile,
OTU0316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum_magnetotacticum,
OTU0317,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Clostridium_hiranonis,eu776027.1
OTU0318,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium_difficile,
OTU0319,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_mortiferum,
OTU0320,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_sediminicola,gq181033.1
OTU0321,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_sediminicola,
OTU0322,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_asahii,eu249555.1
OTU0323,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis_chilensis,af367204.1
OTU0324,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_johnsonii,
OTU0325,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_lutetiensis,af429763.1
OTU0326,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Xylophilus,Xylophilus_ampelinus,
OTU0327,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas_kerstersii,nr_025530.1
OTU0328,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella,Smithella_propionica,
OTU0329,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea_pnomenusa,ay268170.1
OTU0330,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta_thermophila,ay605178.1
OTU0331,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter_sanguinis,nr_028816.1
OTU0332,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia_producta,eu467602.1
OTU0333,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_oris,
OTU0334,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea,Bellilinea_caldifistulae,
OTU0335,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia_magna,nc_010376.1
OTU0337,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter_dehalogenans,
OTU0338,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Nevskia,Nevskia_ramosa,
OTU0339,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_wadei,
OTU0341,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter,Geothermobacter_ehrlichii,
OTU0343,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,Sulfuricurvum_kujiense,ab080644.1
OTU0344,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus_mobilis,
OTU0345,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium_seohonense,
OTU0346,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus_elongatus,x95180.1
OTU0347,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,Flectobacillus_roseus,
OTU0348,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium_vaginae,
OTU0349,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_subvibrioides,ab008393.1
OTU0350,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_faeni,aj429239.1
OTU0351,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter_terrae,fj405366.1
OTU0352,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter_woesei,
OTU0353,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,Thermoanaerobaculum_aquaticum,
OTU0354,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter_sanguinis,nr_028816.1
OTU0355,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus,Rhodocyclus_tenuis,ab200298.1
OTU0356,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pasteurianus,ab457024.1
OTU0357,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium_tropici,u89832.1
OTU0358,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,Moorella_humiferrea,
OTU0359,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas_composti,
OTU0360,Bacteria,Actinobacteria,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,Planktophila_limnetica,
OTU0361,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_adolescentis,eu768718.1
OTU0362,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter_sulfidicus,
OTU0364,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas_funiformis,
OTU0365,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter,Geothermobacter_ehrlichii,
OTU0366,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium_salmoneum,
OTU0367,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter_ramosus,fj796455.1
OTU0368,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Clostridium_sporosphaeroides,
OTU0369,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Afipia,Afipia_felis,ab021393.1
OTU0370,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes_putredinis,nz_abfk02000016.1
OTU0371,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Clostridium_hylemonae,af262239.1
OTU0372,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,fj167349.1
OTU0374,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium_mitsuokai,
OTU0375,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_algae,x81621.1
OTU0376,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Marithioploca,Marithioploca_araucae,
OTU0377,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella_paradiacens,ay879298.1
OTU0378,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella_rava,
OTU0380,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,Simplicispira_psychrophila,
OTU0381,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas_denitrificans,ab181496.1
OTU0382,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales,Rhizobacter,Rhizobacter_fulvus,
OTU0383,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Ruminococcus_gnavus,ef399550.1
OTU0384,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus_wooponensis,
OTU0385,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_ruminis,af371499.1
OTU0386,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,Acidiferrobacter_thiooxydans,
OTU0387,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium_hallii,
OTU0388,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,Thermoanaerobaculum_aquaticum,
OTU0389,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_massiliensis,ef558367.1
OTU0390,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_infantium,
